Saving_id,CIF,CurrentSavingBalance,SavingProductSubcribed,ApplicationDate,UpdateDate
47188,9120,6868155289,Tiết kiệm Trung Niên Tích Lộc,2021-02-16,2023-01-21
47182,9120,6964205272,Tiết kiệm Trung Niên Tích Lộc,2021-02-16,2023-02-12
47187,9120,6880589267,Tiết kiệm truyền thống,2021-02-16,2023-03-06
47185,9120,6863603923,Tiết kiệm Đại Phát,2021-02-16,2023-03-14
47194,9120,6789251192,Tiết kiệm Tích Tài,2021-02-16,2023-03-31
47184,9120,6907784586,Tiền gửi tương lai,2021-02-16,2023-04-28
47181,9120,7012382035,Tiết kiệm Đại Phát,2021-02-16,2023-05-09
47196,9120,6802140389,Tiết kiệm Tích Tài,2021-02-16,2023-05-14
47191,9120,6863805754,Tiền gửi tương lai,2021-02-16,2023-07-10
47190,9120,6878273719,Tiết kiệm truyền thống,2021-02-16,2023-07-25
47193,9120,6836428771,Tiết kiệm Trung Niên Tích Lộc,2021-02-16,2023-11-25
47183,9120,6952848410,Tiết kiệm Trung Niên Tích Lộc,2021-02-16,2024-03-02
47213,9121,560539492,Tiền gửi tương lai,2015-05-05,2015-09-20
47201,9121,704988318,Tiết kiệm Đại Phát,2015-05-05,2016-01-20
47202,9121,669625968,Tiết kiệm Đại Phát,2015-05-05,2018-01-20
47198,9121,698735205,Tiền gửi tương lai,2015-05-05,2018-11-20
47203,9121,643562258,Tiết kiệm Tích Tài,2015-05-05,2019-06-25
47206,9121,518889764,Tiết kiệm Trung Niên Tích Lộc,2015-05-05,2019-08-20
47217,9121,514808050,Tiết kiệm Tích Tài,2015-05-05,2019-08-29
47215,9121,529867706,Tiết kiệm Đại Phát,2015-05-05,2020-01-18
47199,9121,670566728,Tiết kiệm Tích Tài,2015-05-05,2021-04-26
47210,9121,480750008,Tiết kiệm Tích Tài,2015-05-05,2021-07-12
47200,9121,720380335,Tiết kiệm truyền thống,2015-05-05,2021-11-26
47216,9121,482288829,Tiết kiệm truyền thống,2015-05-05,2021-12-01
47212,9121,514243832,Tiền gửi tương lai,2015-05-05,2022-01-30
47211,9121,529917550,Tiết kiệm Trung Niên Tích Lộc,2015-05-05,2022-05-04
47209,9121,497543126,Tiền gửi tương lai,2015-05-05,2022-06-21
47208,9121,517503568,Tiết kiệm Đại Phát,2015-05-05,2022-08-22
47205,9121,565163420,Tiền gửi tương lai,2015-05-05,2023-01-31
47214,9121,572319379,Tiết kiệm truyền thống,2015-05-05,2023-03-30
47204,9121,614319601,Tiết kiệm truyền thống,2015-05-05,2023-09-27
47207,9121,530004774,Tiết kiệm Đại Phát,2015-05-05,2024-03-01
47227,9122,4770699128,Tiền gửi tương lai,2014-11-18,2016-04-20
47226,9122,4803774648,Tiết kiệm truyền thống,2014-11-18,2017-03-17
47218,9122,4627474647,Tiền gửi tương lai,2014-11-18,2017-06-24
47224,9122,4807326807,Tiết kiệm Đại Phát,2014-11-18,2017-10-15
47228,9122,4781070019,Tiền gửi tương lai,2014-11-18,2018-12-01
47222,9122,4770140292,Tiết kiệm Trung Niên Tích Lộc,2014-11-18,2019-01-05
47219,9122,4668555679,Tiết kiệm truyền thống,2014-11-18,2019-01-13
47229,9122,4731226393,Tiết kiệm Trung Niên Tích Lộc,2014-11-18,2021-08-07
47221,9122,4725133948,Tiết kiệm Đại Phát,2014-11-18,2023-01-13
47225,9122,4845810899,Tiết kiệm Đại Phát,2014-11-18,2023-09-08
47223,9122,4790509635,Tiền gửi tương lai,2014-11-18,2024-05-05
47220,9122,4700799576,Tiết kiệm Đại Phát,2014-11-18,2024-05-27
47243,9123,577709347,Tiết kiệm Tích Tài,2002-08-05,2002-10-06
47238,9123,760295075,Tiền gửi tương lai,2002-08-05,2005-12-09
47230,9123,539354615,Tiết kiệm truyền thống,2002-08-05,2008-03-11
47236,9123,690661375,Tiết kiệm Tích Tài,2002-08-05,2008-04-30
47245,9123,663937864,Tiết kiệm Tích Tài,2002-08-05,2008-11-09
47237,9123,713885544,Tiết kiệm Trung Niên Tích Lộc,2002-08-05,2010-04-09
47235,9123,645469492,Tiết kiệm Tích Tài,2002-08-05,2011-04-30
47242,9123,611715291,Tiết kiệm Trung Niên Tích Lộc,2002-08-05,2011-09-28
47239,9123,733417147,Tiết kiệm Trung Niên Tích Lộc,2002-08-05,2012-09-19
47240,9123,699193242,Tiết kiệm Đại Phát,2002-08-05,2016-04-02
47234,9123,602209355,Tiền gửi tương lai,2002-08-05,2016-05-24
47246,9123,707911498,Tiết kiệm Đại Phát,2002-08-05,2016-07-14
47233,9123,622505651,Tiết kiệm Trung Niên Tích Lộc,2002-08-05,2019-04-25
47244,9123,621382404,Tiền gửi tương lai,2002-08-05,2019-06-29
47232,9123,580852639,Tiết kiệm Tích Tài,2002-08-05,2020-07-07
47231,9123,563964752,Tiết kiệm truyền thống,2002-08-05,2023-03-03
47241,9123,658704120,Tiết kiệm Đại Phát,2002-08-05,2023-03-24
47265,9124,1318119092,Tiết kiệm Trung Niên Tích Lộc,2003-02-03,2004-02-02
47255,9124,1510677067,Tiết kiệm Trung Niên Tích Lộc,2003-02-03,2004-05-31
47249,9124,1524758427,Tiết kiệm truyền thống,2003-02-03,2004-07-01
47257,9124,1451914121,Tiền gửi tương lai,2003-02-03,2006-06-26
47251,9124,1529896948,Tiết kiệm Đại Phát,2003-02-03,2007-09-07
47259,9124,1386368391,Tiết kiệm Tích Tài,2003-02-03,2007-10-09
47258,9124,1409915175,Tiết kiệm truyền thống,2003-02-03,2009-08-20
47254,9124,1481132783,Tiền gửi tương lai,2003-02-03,2009-08-23
47264,9124,1342943749,Tiết kiệm truyền thống,2003-02-03,2009-10-04
47260,9124,1340759470,Tiền gửi tương lai,2003-02-03,2013-06-09
47247,9124,1535158594,Tiết kiệm Tích Tài,2003-02-03,2014-01-25
47261,9124,1354499779,Tiền gửi tương lai,2003-02-03,2014-08-03
47262,9124,1369277531,Tiết kiệm truyền thống,2003-02-03,2016-02-24
47248,9124,1485190330,Tiết kiệm truyền thống,2003-02-03,2019-04-14
47250,9124,1549886615,Tiết kiệm Đại Phát,2003-02-03,2019-09-30
47252,9124,1490112524,Tiết kiệm Tích Tài,2003-02-03,2020-05-17
47263,9124,1358146006,Tiết kiệm Đại Phát,2003-02-03,2023-07-17
47253,9124,1516228914,Tiết kiệm Tích Tài,2003-02-03,2023-10-05
47256,9124,1476128430,Tiết kiệm Đại Phát,2003-02-03,2024-05-24
47269,9125,1594818138,Tiết kiệm Đại Phát,2007-01-11,2007-02-12
47270,9125,1573340814,Tiết kiệm Trung Niên Tích Lộc,2007-01-11,2009-05-03
47266,9125,1532508839,Tiết kiệm Tích Tài,2007-01-11,2018-07-22
47267,9125,1573037147,Tiền gửi tương lai,2007-01-11,2019-02-04
47268,9125,1622974345,Tiết kiệm truyền thống,2007-01-11,2019-06-19
47272,9125,1504228702,Tiết kiệm Tích Tài,2007-01-11,2021-04-09
47271,9125,1553347501,Tiết kiệm Trung Niên Tích Lộc,2007-01-11,2024-02-03
47278,9127,4385038677,Tiết kiệm Tích Tài,2009-07-19,2012-12-15
47277,9127,4402329434,Tiết kiệm truyền thống,2009-07-19,2013-11-15
47279,9127,4403587940,Tiết kiệm truyền thống,2009-07-19,2015-04-18
47282,9127,4411695801,Tiết kiệm Đại Phát,2009-07-19,2015-04-30
47274,9127,4388644460,Tiết kiệm truyền thống,2009-07-19,2015-05-25
47281,9127,4361911294,Tiết kiệm Đại Phát,2009-07-19,2016-04-04
47283,9127,4448348086,Tiết kiệm Tích Tài,2009-07-19,2018-03-01
47275,9127,4411425896,Tiết kiệm Trung Niên Tích Lộc,2009-07-19,2018-04-21
47280,9127,4377841129,Tiết kiệm Tích Tài,2009-07-19,2020-11-30
47273,9127,4413614823,Tiết kiệm Trung Niên Tích Lộc,2009-07-19,2021-01-12
47276,9127,4391577596,Tiết kiệm Trung Niên Tích Lộc,2009-07-19,2021-10-05
47288,9128,4873328798,Tiền gửi tương lai,2012-10-05,2014-04-22
47285,9128,4863699201,Tiết kiệm truyền thống,2012-10-05,2016-07-08
47286,9128,4880037960,Tiết kiệm Tích Tài,2012-10-05,2021-11-29
47284,9128,4904567283,Tiết kiệm truyền thống,2012-10-05,2022-05-28
47291,9128,4872373257,Tiết kiệm Đại Phát,2012-10-05,2022-09-09
47292,9128,4833249938,Tiền gửi tương lai,2012-10-05,2023-01-03
47290,9128,4882802853,Tiết kiệm truyền thống,2012-10-05,2023-03-04
47287,9128,4831823056,Tiết kiệm truyền thống,2012-10-05,2023-04-20
47293,9128,4864811078,Tiết kiệm Tích Tài,2012-10-05,2023-08-23
47289,9128,4911728277,Tiết kiệm Trung Niên Tích Lộc,2012-10-05,2024-01-24
47302,9130,3709659093,Tiết kiệm truyền thống,2010-12-23,2011-05-15
47294,9130,3715665959,Tiền gửi tương lai,2010-12-23,2011-08-22
47297,9130,3689132674,Tiết kiệm Tích Tài,2010-12-23,2012-03-05
47295,9130,3676244643,Tiết kiệm Trung Niên Tích Lộc,2010-12-23,2012-12-27
47298,9130,3654792955,Tiền gửi tương lai,2010-12-23,2013-01-12
47304,9130,3689451214,Tiết kiệm Tích Tài,2010-12-23,2018-11-24
47306,9130,3765699115,Tiền gửi tương lai,2010-12-23,2018-12-07
47309,9130,3815048015,Tiết kiệm Tích Tài,2010-12-23,2018-12-10
47299,9130,3618069759,Tiết kiệm Trung Niên Tích Lộc,2010-12-23,2019-07-28
47296,9130,3641057825,Tiết kiệm Đại Phát,2010-12-23,2020-06-16
47301,9130,3659967669,Tiết kiệm truyền thống,2010-12-23,2020-08-12
47305,9130,3733288567,Tiết kiệm Trung Niên Tích Lộc,2010-12-23,2020-09-27
47303,9130,3727079385,Tiết kiệm Trung Niên Tích Lộc,2010-12-23,2021-02-02
47310,9130,3839569260,Tiết kiệm Đại Phát,2010-12-23,2022-04-14
47300,9130,3638655038,Tiết kiệm Đại Phát,2010-12-23,2022-07-03
47308,9130,3771609228,Tiết kiệm Trung Niên Tích Lộc,2010-12-23,2024-01-18
47307,9130,3784107394,Tiết kiệm Tích Tài,2010-12-23,2024-04-26
47313,9131,3293624408,Tiền gửi tương lai,2014-03-12,2015-12-13
47312,9131,3325671292,Tiết kiệm truyền thống,2014-03-12,2016-01-31
47319,9131,3259033826,Tiền gửi tương lai,2014-03-12,2016-04-18
47316,9131,3284384446,Tiền gửi tương lai,2014-03-12,2017-07-18
47314,9131,3278461021,Tiết kiệm Trung Niên Tích Lộc,2014-03-12,2019-10-20
47315,9131,3245527652,Tiết kiệm Đại Phát,2014-03-12,2020-03-06
47317,9131,3265315400,Tiết kiệm Trung Niên Tích Lộc,2014-03-12,2022-01-11
47318,9131,3225795315,Tiền gửi tương lai,2014-03-12,2022-08-05
47311,9131,3308530364,Tiết kiệm Trung Niên Tích Lộc,2014-03-12,2023-03-31
47333,9135,5624281041,Tiền gửi tương lai,2013-10-20,2014-01-07
47331,9135,5597200079,Tiết kiệm Tích Tài,2013-10-20,2014-07-30
47326,9135,5573220463,Tiết kiệm Đại Phát,2013-10-20,2014-11-09
47321,9135,5604316333,Tiền gửi tương lai,2013-10-20,2015-04-13
47320,9135,5615337787,Tiết kiệm truyền thống,2013-10-20,2016-03-09
47324,9135,5654727118,Tiết kiệm Đại Phát,2013-10-20,2017-09-26
47329,9135,5653745631,Tiết kiệm truyền thống,2013-10-20,2018-01-03
47322,9135,5637930619,Tiết kiệm Trung Niên Tích Lộc,2013-10-20,2018-01-06
47330,9135,5641848827,Tiết kiệm Tích Tài,2013-10-20,2018-07-11
47325,9135,5607361765,Tiết kiệm Đại Phát,2013-10-20,2019-12-28
47323,9135,5625329205,Tiết kiệm Trung Niên Tích Lộc,2013-10-20,2020-01-05
47328,9135,5623589235,Tiết kiệm Đại Phát,2013-10-20,2021-01-24
47332,9135,5642644067,Tiền gửi tương lai,2013-10-20,2022-12-27
47327,9135,5593615712,Tiết kiệm Đại Phát,2013-10-20,2024-03-19
47342,9136,8950028683,Tiết kiệm Tích Tài,2003-12-22,2003-12-26
47345,9136,8970113628,Tiết kiệm Tích Tài,2003-12-22,2005-02-16
47347,9136,8938375804,Tiết kiệm Trung Niên Tích Lộc,2003-12-22,2006-01-09
47336,9136,8811663575,Tiết kiệm Trung Niên Tích Lộc,2003-12-22,2009-06-22
47348,9136,8920198995,Tiền gửi tương lai,2003-12-22,2009-11-30
47340,9136,8867559772,Tiết kiệm Đại Phát,2003-12-22,2012-03-15
47346,9136,8982941774,Tiết kiệm Tích Tài,2003-12-22,2015-01-02
47335,9136,8854428085,Tiết kiệm truyền thống,2003-12-22,2015-10-03
47344,9136,8991301778,Tiết kiệm Trung Niên Tích Lộc,2003-12-22,2016-03-08
47337,9136,8789751952,Tiết kiệm Đại Phát,2003-12-22,2018-01-31
47339,9136,8883754969,Tiền gửi tương lai,2003-12-22,2019-04-16
47343,9136,8968981752,Tiết kiệm Trung Niên Tích Lộc,2003-12-22,2021-08-03
47338,9136,8837190029,Tiết kiệm truyền thống,2003-12-22,2022-03-28
47341,9136,8909437791,Tiết kiệm truyền thống,2003-12-22,2023-04-07
47334,9136,8833846624,Tiết kiệm truyền thống,2003-12-22,2024-01-06
47350,9137,9782079137,Tiền gửi tương lai,2020-01-08,2020-03-22
47353,9137,9780093636,Tiết kiệm Trung Niên Tích Lộc,2020-01-08,2020-12-24
47354,9137,9790540709,Tiết kiệm Tích Tài,2020-01-08,2021-11-15
47349,9137,9829420528,Tiết kiệm Trung Niên Tích Lộc,2020-01-08,2022-12-02
47351,9137,9735200554,Tiết kiệm Đại Phát,2020-01-08,2023-05-27
47352,9137,9768326463,Tiền gửi tương lai,2020-01-08,2023-07-29
47359,9138,915651084,Tiết kiệm Trung Niên Tích Lộc,2008-07-01,2009-11-02
47367,9138,961350200,Tiết kiệm truyền thống,2008-07-01,2011-09-01
47363,9138,929389398,Tiết kiệm Tích Tài,2008-07-01,2013-02-17
47366,9138,913524728,Tiền gửi tương lai,2008-07-01,2015-11-05
47368,9138,929382789,Tiết kiệm Đại Phát,2008-07-01,2016-04-15
47358,9138,878732031,Tiết kiệm Trung Niên Tích Lộc,2008-07-01,2016-05-15
47356,9138,894750085,Tiết kiệm Trung Niên Tích Lộc,2008-07-01,2016-11-05
47365,9138,936029174,Tiết kiệm Tích Tài,2008-07-01,2017-12-22
47355,9138,878454669,Tiết kiệm Tích Tài,2008-07-01,2018-02-12
47361,9138,927595293,Tiết kiệm Trung Niên Tích Lộc,2008-07-01,2018-04-02
47362,9138,911502045,Tiết kiệm Đại Phát,2008-07-01,2018-06-07
47364,9138,976792031,Tiền gửi tương lai,2008-07-01,2018-09-05
47357,9138,846019920,Tiết kiệm truyền thống,2008-07-01,2019-06-28
47369,9138,899856693,Tiền gửi tương lai,2008-07-01,2020-09-02
47360,9138,879316125,Tiết kiệm Trung Niên Tích Lộc,2008-07-01,2022-07-30
47379,9139,3463798317,Tiền gửi tương lai,2005-01-13,2006-09-05
47371,9139,3391572706,Tiết kiệm Đại Phát,2005-01-13,2006-12-07
47374,9139,3435048243,Tiền gửi tương lai,2005-01-13,2011-04-17
47370,9139,3367599004,Tiết kiệm truyền thống,2005-01-13,2011-05-06
47377,9139,3431139404,Tiết kiệm Đại Phát,2005-01-13,2012-07-31
47378,9139,3476946336,Tiết kiệm truyền thống,2005-01-13,2012-11-06
47372,9139,3379433366,Tiết kiệm truyền thống,2005-01-13,2013-03-02
47386,9139,3580704194,Tiết kiệm Đại Phát,2005-01-13,2013-06-21
47376,9139,3398701690,Tiết kiệm Trung Niên Tích Lộc,2005-01-13,2016-02-01
47383,9139,3529704295,Tiết kiệm Trung Niên Tích Lộc,2005-01-13,2017-07-01
47385,9139,3603880481,Tiết kiệm Tích Tài,2005-01-13,2019-10-07
47375,9139,3387428978,Tiết kiệm Trung Niên Tích Lộc,2005-01-13,2019-10-11
47381,9139,3518862868,Tiết kiệm Trung Niên Tích Lộc,2005-01-13,2020-03-13
47384,9139,3572012521,Tiết kiệm Tích Tài,2005-01-13,2020-10-31
47373,9139,3401549075,Tiết kiệm Đại Phát,2005-01-13,2021-06-27
47382,9139,3492953458,Tiền gửi tương lai,2005-01-13,2022-09-27
47380,9139,3476305071,Tiết kiệm Trung Niên Tích Lộc,2005-01-13,2024-01-08
47390,9142,9689949701,Tiết kiệm Trung Niên Tích Lộc,2015-09-20,2016-05-16
47389,9142,9735605438,Tiền gửi tương lai,2015-09-20,2016-10-04
47402,9142,9533649886,Tiết kiệm Trung Niên Tích Lộc,2015-09-20,2016-10-26
47397,9142,9629518092,Tiết kiệm Trung Niên Tích Lộc,2015-09-20,2017-06-17
47400,9142,9573182602,Tiết kiệm Đại Phát,2015-09-20,2017-11-11
47392,9142,9670506595,Tiết kiệm Tích Tài,2015-09-20,2018-07-28
47391,9142,9704431682,Tiết kiệm Trung Niên Tích Lộc,2015-09-20,2018-08-10
47388,9142,9707319210,Tiết kiệm Trung Niên Tích Lộc,2015-09-20,2019-02-06
47404,9142,9521616997,Tiết kiệm Đại Phát,2015-09-20,2019-04-26
47395,9142,9660266302,Tiết kiệm Trung Niên Tích Lộc,2015-09-20,2019-09-07
47405,9142,9488200442,Tiết kiệm Trung Niên Tích Lộc,2015-09-20,2019-12-17
47394,9142,9706909672,Tiền gửi tương lai,2015-09-20,2020-04-05
47399,9142,9615464582,Tiết kiệm Tích Tài,2015-09-20,2020-09-28
47393,9142,9692482132,Tiết kiệm Trung Niên Tích Lộc,2015-09-20,2021-01-02
47401,9142,9559587259,Tiết kiệm truyền thống,2015-09-20,2021-08-02
47396,9142,9674678261,Tiết kiệm Đại Phát,2015-09-20,2021-10-18
47403,9142,9565460746,Tiền gửi tương lai,2015-09-20,2022-07-04
47387,9142,9746884408,Tiết kiệm Đại Phát,2015-09-20,2023-10-14
47398,9142,9640056597,Tiết kiệm Trung Niên Tích Lộc,2015-09-20,2023-11-18
47406,9143,1733124848,Tiền gửi tương lai,2007-11-08,2009-10-02
47407,9144,5965080755,Tiền gửi tương lai,2021-06-24,2021-11-01
47414,9144,5870974975,Tiết kiệm Tích Tài,2021-06-24,2021-11-16
47409,9144,5987844646,Tiết kiệm Trung Niên Tích Lộc,2021-06-24,2022-05-14
47413,9144,5896734772,Tiết kiệm Tích Tài,2021-06-24,2022-06-09
47412,9144,5935556767,Tiết kiệm truyền thống,2021-06-24,2022-07-16
47416,9144,5927327746,Tiết kiệm Tích Tài,2021-06-24,2022-09-13
47418,9144,5983137219,Tiết kiệm Tích Tài,2021-06-24,2022-10-16
47410,9144,6015149516,Tiền gửi tương lai,2021-06-24,2022-11-12
47417,9144,5942643860,Tiết kiệm Tích Tài,2021-06-24,2023-06-21
47411,9144,5983234794,Tiền gửi tương lai,2021-06-24,2023-08-21
47408,9144,6014377340,Tiết kiệm Trung Niên Tích Lộc,2021-06-24,2023-09-20
47415,9144,5902555215,Tiết kiệm Tích Tài,2021-06-24,2024-04-24
47419,9145,5830496789,Tiết kiệm truyền thống,2017-02-08,2018-09-17
47424,9145,5765666616,Tiết kiệm Tích Tài,2017-02-08,2019-08-12
47425,9145,5739307054,Tiết kiệm Đại Phát,2017-02-08,2019-12-26
47423,9145,5749006296,Tiết kiệm truyền thống,2017-02-08,2020-10-21
47420,9145,5789420758,Tiền gửi tương lai,2017-02-08,2020-12-06
47426,9145,5718692891,Tiết kiệm Tích Tài,2017-02-08,2021-02-04
47429,9145,5699366364,Tiết kiệm Trung Niên Tích Lộc,2017-02-08,2021-08-29
47421,9145,5744432790,Tiền gửi tương lai,2017-02-08,2022-01-31
47422,9145,5764717684,Tiết kiệm truyền thống,2017-02-08,2022-08-12
47427,9145,5697498071,Tiết kiệm truyền thống,2017-02-08,2024-01-21
47428,9145,5711618528,Tiền gửi tương lai,2017-02-08,2024-02-17
47440,9148,1859246900,Tiền gửi tương lai,2004-03-04,2004-07-10
47437,9148,1803483435,Tiết kiệm Trung Niên Tích Lộc,2004-03-04,2004-10-31
47439,9148,1814175928,Tiền gửi tương lai,2004-03-04,2007-01-18
47430,9148,1865275532,Tiết kiệm Tích Tài,2004-03-04,2008-09-13
47442,9148,1786572623,Tiết kiệm Trung Niên Tích Lộc,2004-03-04,2009-09-28
47431,9148,1854197506,Tiết kiệm Trung Niên Tích Lộc,2004-03-04,2011-08-28
47433,9148,1831253081,Tiết kiệm Trung Niên Tích Lộc,2004-03-04,2012-05-29
47432,9148,1804986444,Tiết kiệm truyền thống,2004-03-04,2013-06-24
47436,9148,1830397093,Tiền gửi tương lai,2004-03-04,2013-07-25
47434,9148,1805929448,Tiết kiệm Đại Phát,2004-03-04,2016-01-31
47435,9148,1790626902,Tiết kiệm Đại Phát,2004-03-04,2016-08-15
47438,9148,1853210238,Tiết kiệm Đại Phát,2004-03-04,2023-05-15
47441,9148,1821362802,Tiết kiệm Đại Phát,2004-03-04,2024-05-18
47448,9149,2007175114,Tiết kiệm Tích Tài,2018-07-05,2018-09-21
47451,9149,1967488790,Tiền gửi tương lai,2018-07-05,2020-03-15
47450,9149,1943794999,Tiền gửi tương lai,2018-07-05,2020-08-08
47445,9149,1967271405,Tiết kiệm truyền thống,2018-07-05,2020-08-16
47444,9149,1980099474,Tiết kiệm Đại Phát,2018-07-05,2020-12-03
47447,9149,2049610312,Tiết kiệm truyền thống,2018-07-05,2021-06-30
47446,9149,2004986962,Tiết kiệm truyền thống,2018-07-05,2021-08-28
47449,9149,1993758955,Tiết kiệm Đại Phát,2018-07-05,2023-01-10
47453,9149,1978702096,Tiết kiệm Trung Niên Tích Lộc,2018-07-05,2023-05-30
47452,9149,1932887460,Tiền gửi tương lai,2018-07-05,2023-09-08
47443,9149,1949771441,Tiết kiệm truyền thống,2018-07-05,2024-04-23
47462,9150,7981567020,Tiết kiệm Đại Phát,2015-01-27,2015-03-11
47465,9150,7967354182,Tiền gửi tương lai,2015-01-27,2018-04-28
47455,9150,7815563888,Tiết kiệm Tích Tài,2015-01-27,2018-09-11
47466,9150,7935878670,Tiết kiệm Tích Tài,2015-01-27,2018-10-02
47461,9150,7953617617,Tiết kiệm Đại Phát,2015-01-27,2019-08-01
47464,9150,7980727065,Tiết kiệm Đại Phát,2015-01-27,2019-09-25
47457,9150,7821870498,Tiền gửi tương lai,2015-01-27,2019-09-30
47458,9150,7838362094,Tiết kiệm truyền thống,2015-01-27,2020-08-21
47460,9150,7919349749,Tiết kiệm truyền thống,2015-01-27,2021-01-31
47469,9150,7965209148,Tiết kiệm truyền thống,2015-01-27,2021-02-25
47459,9150,7879191868,Tiết kiệm truyền thống,2015-01-27,2021-12-01
47467,9150,7896778729,Tiết kiệm truyền thống,2015-01-27,2022-11-01
47454,9150,7786438287,Tiết kiệm truyền thống,2015-01-27,2022-12-15
47468,9150,7939737356,Tiết kiệm Tích Tài,2015-01-27,2023-06-08
47463,9150,7953596778,Tiền gửi tương lai,2015-01-27,2024-01-02
47456,9150,7779824780,Tiết kiệm Trung Niên Tích Lộc,2015-01-27,2024-02-12
47482,9153,4709609526,Tiết kiệm Tích Tài,2020-04-21,2021-02-25
47480,9153,4711542590,Tiết kiệm Tích Tài,2020-04-21,2021-04-06
47476,9153,4706026656,Tiết kiệm truyền thống,2020-04-21,2021-07-16
47483,9153,4699046600,Tiền gửi tương lai,2020-04-21,2021-09-07
47471,9153,4590496266,Tiết kiệm Trung Niên Tích Lộc,2020-04-21,2021-10-27
47472,9153,4610093399,Tiết kiệm Trung Niên Tích Lộc,2020-04-21,2022-05-16
47484,9153,4742666425,Tiết kiệm truyền thống,2020-04-21,2022-07-24
47477,9153,4682576889,Tiết kiệm Trung Niên Tích Lộc,2020-04-21,2022-12-03
47485,9153,4693083390,Tiền gửi tương lai,2020-04-21,2023-03-17
47470,9153,4616105778,Tiền gửi tương lai,2020-04-21,2023-05-03
47475,9153,4664154025,Tiết kiệm Đại Phát,2020-04-21,2023-10-29
47478,9153,4720792128,Tiền gửi tương lai,2020-04-21,2023-12-01
47479,9153,4739956959,Tiết kiệm Trung Niên Tích Lộc,2020-04-21,2024-03-26
47473,9153,4655756975,Tiền gửi tương lai,2020-04-21,2024-04-14
47474,9153,4685741869,Tiết kiệm Trung Niên Tích Lộc,2020-04-21,2024-04-22
47481,9153,4662475585,Tiết kiệm Đại Phát,2020-04-21,2024-04-23
47493,9154,2825589844,Tiết kiệm Trung Niên Tích Lộc,2019-02-08,2019-03-04
47494,9154,2776983614,Tiền gửi tương lai,2019-02-08,2019-10-19
47492,9154,2803311147,Tiết kiệm Tích Tài,2019-02-08,2020-02-27
47489,9154,2865371900,Tiền gửi tương lai,2019-02-08,2020-06-05
47487,9154,2925430620,Tiết kiệm truyền thống,2019-02-08,2021-01-10
47488,9154,2896682738,Tiết kiệm Trung Niên Tích Lộc,2019-02-08,2021-10-26
47495,9154,2747911470,Tiết kiệm Trung Niên Tích Lộc,2019-02-08,2022-09-19
47491,9154,2851354092,Tiết kiệm Tích Tài,2019-02-08,2022-10-18
47490,9154,2840449746,Tiết kiệm Trung Niên Tích Lộc,2019-02-08,2023-01-27
47486,9154,2939983517,Tiết kiệm Tích Tài,2019-02-08,2024-05-28
47505,9155,3906638511,Tiết kiệm Đại Phát,2011-01-31,2013-09-08
47498,9155,3865791469,Tiết kiệm Tích Tài,2011-01-31,2016-02-19
47507,9155,3957671737,Tiết kiệm Đại Phát,2011-01-31,2016-09-06
47506,9155,3932559869,Tiền gửi tương lai,2011-01-31,2016-10-12
47501,9155,3868831652,Tiền gửi tương lai,2011-01-31,2017-06-21
47500,9155,3832029956,Tiết kiệm truyền thống,2011-01-31,2018-11-08
47496,9155,3794543937,Tiết kiệm Đại Phát,2011-01-31,2019-04-21
47504,9155,3878602462,Tiết kiệm Tích Tài,2011-01-31,2019-05-02
47502,9155,3852998416,Tiền gửi tương lai,2011-01-31,2019-07-04
47499,9155,3853990021,Tiết kiệm Trung Niên Tích Lộc,2011-01-31,2020-04-28
47497,9155,3818270172,Tiết kiệm Tích Tài,2011-01-31,2022-04-20
47503,9155,3828768407,Tiết kiệm Tích Tài,2011-01-31,2024-03-26
47510,9157,6633983023,Tiền gửi tương lai,2010-02-13,2011-06-12
47512,9157,6584818150,Tiền gửi tương lai,2010-02-13,2017-04-26
47513,9157,6553755071,Tiền gửi tương lai,2010-02-13,2019-02-17
47511,9157,6604449167,Tiền gửi tương lai,2010-02-13,2020-12-28
47509,9157,6591391865,Tiết kiệm truyền thống,2010-02-13,2021-01-14
47514,9157,6576259960,Tiết kiệm Đại Phát,2010-02-13,2022-02-22
47508,9157,6576815827,Tiết kiệm truyền thống,2010-02-13,2023-02-19
47515,9158,9502653871,Tiết kiệm Tích Tài,2013-11-20,2019-09-08
47517,9159,1133302602,Tiết kiệm truyền thống,2006-10-08,2007-02-17
47516,9159,1147352730,Tiền gửi tương lai,2006-10-08,2009-06-14
47523,9159,1151847848,Tiết kiệm Tích Tài,2006-10-08,2016-05-29
47519,9159,1119933344,Tiết kiệm Trung Niên Tích Lộc,2006-10-08,2017-10-28
47521,9159,1154873680,Tiết kiệm truyền thống,2006-10-08,2017-12-31
47522,9159,1110784713,Tiền gửi tương lai,2006-10-08,2018-02-28
47520,9159,1140679913,Tiết kiệm Tích Tài,2006-10-08,2018-11-22
47518,9159,1148866694,Tiết kiệm Trung Niên Tích Lộc,2006-10-08,2020-09-18
47526,9160,6068498179,Tiết kiệm Trung Niên Tích Lộc,2007-04-16,2008-03-10
47524,9160,6103127878,Tiền gửi tương lai,2007-04-16,2009-10-18
47527,9160,6094301081,Tiền gửi tương lai,2007-04-16,2019-06-13
47525,9160,6091731021,Tiền gửi tương lai,2007-04-16,2020-05-16
47528,9161,2498243759,Tiết kiệm Đại Phát,2004-09-03,2008-11-22
47529,9161,2449246267,Tiền gửi tương lai,2004-09-03,2011-03-02
