Loan ID,CIF Number,Annual Income,Purpose,Home Ownership,Loan Amount,Loan Date,Due Date,Loan Term,Monthly Debt,Years of Credit History,Interest Rate,Total Paid,Months since last delinquency
17764,4733,216312000,Automobile,Other,321384220,2022-11-29,2026-01-29,38,8457479,10,7.5,141067549,17
17765,209,718728000,Business,Rent,943920301,2024-06-03,2025-01-03,7,134845757,6,8.5,331900701,1
17766,1291,411324000,Real Estate,Other,308300751,2024-01-14,2024-12-14,11,28027341,9,6.5,102510398,2
17767,828,630168000,Business,Rent,522051910,2023-08-06,2024-12-06,16,32628244,3,8.5,225952036,6
17768,8510,799320000,Others,Own,426485145,2023-09-19,2025-02-19,17,25087361,10,9,275283809,3
17769,6964,742128000,Others,Rent,662702065,2024-03-21,2024-12-21,9,73633562,4,9,206389334,3
17770,6659,144360000,Automobile,Rent,980746509,2024-05-15,2027-03-15,34,28845485,6,7.5,721817623,13
17771,1642,43608000,Others,Other,765044304,2024-05-15,2024-12-15,7,109292043,1,9,466731242,1
17772,4843,312324000,Automobile,Own,822369908,2022-07-25,2026-05-25,46,17877606,7,7.5,176813562,20
17773,6145,181944000,Others,Rent,691036853,2023-03-01,2024-12-01,21,32906516,8,9,212748782,3
17774,1967,463188000,Real Estate,Rent,192469956,2024-04-06,2025-02-06,10,19246995,6,6.5,53416854,3
17775,7085,777912000,Others,Mortgage,863085302,2023-09-23,2025-07-23,22,39231150,7,9,315984263,10
17776,9930,238020000,Real Estate,Rent,673793810,2024-02-15,2025-07-15,17,39634930,10,6.5,484308204,6
17777,6114,269328000,Business,Own,768211878,2023-12-07,2024-12-07,12,64017656,10,8.5,157347865,3
17778,4190,403152000,Business,Rent,523976014,2023-10-04,2026-06-04,32,16374250,7,8.5,107837731,13
17779,7270,584160000,Others,Other,881533541,2023-07-31,2024-09-30,14,62966681,4,9,740942894,3
17780,3939,487020000,Business,Own,267642614,2021-06-06,2026-02-06,56,4779332,2,8.5,232421713,17
17781,3777,531024000,Home,Other,511675407,2019-11-02,2024-08-02,57,8976761,7,7,185719572,11
17782,5428,196788000,Consumer,Mortgage,398189416,2024-01-05,2025-04-05,15,26545961,7,6.5,304632647,5
17783,7477,43080000,Automobile,Mortgage,901645867,2023-12-14,2025-05-14,17,53037992,8,7.5,166238004,7
17784,214,333840000,Consumer,Own,40410797,2024-02-01,2025-03-01,13,3108522,5,6.5,15762144,2
17785,7457,49692000,Business,Rent,514995981,2022-09-01,2025-12-01,39,13205025,8,8.5,422781812,9
17786,1239,377136000,Automobile,Other,830657879,2023-10-25,2025-05-25,19,43718835,3,7.5,527724572,6
17787,5604,125064000,Real Estate,Other,440585911,2022-05-13,2026-03-13,46,9577954,3,6.5,58777050,2
17788,7974,489012000,Others,Rent,254224644,2024-01-13,2027-05-13,40,6355616,6,9,168113448,6
17789,1786,594144000,Consumer,Other,50377759,2020-11-21,2025-01-21,50,1007555,7,6.5,35201823,10
17790,9803,379632000,Home,Mortgage,143518077,2024-02-28,2026-03-28,25,5740723,3,7,82387420,2
17791,2450,661464000,Business,Own,409497785,2022-08-29,2027-03-29,55,7445414,7,8.5,101906965,9
17792,7292,671016000,Consumer,Mortgage,721633510,2023-12-15,2024-07-15,7,103090501,2,6.5,130063548,1
17793,8340,229704000,Others,Other,777527935,2021-05-01,2025-07-01,50,15550558,4,9,711955808,13
17794,7402,284424000,Business,Own,226821166,2021-02-23,2025-02-23,48,4725440,5,8.5,205786899,18
17795,2192,465108000,Consumer,Other,903570232,2021-10-26,2026-09-26,59,15314749,9,6.5,199163963,14
17796,9447,165540000,Real Estate,Mortgage,675891752,2023-03-30,2024-11-30,20,33794587,1,6.5,118334952,3
17797,1516,174252000,Consumer,Own,973111156,2023-06-22,2026-06-22,36,27030865,7,6.5,946448818,7
17798,9075,468768000,Consumer,Own,484713951,2023-08-05,2026-08-05,36,13464276,4,6.5,160804315,8
17799,1344,566148000,Consumer,Mortgage,744415045,2022-11-15,2025-03-15,28,26586251,2,6.5,412156157,2
17800,8260,226728000,Automobile,Mortgage,610886103,2023-02-25,2026-11-25,45,13575246,6,7.5,60428781,11
17801,316,578148000,Business,Mortgage,862762241,2023-10-29,2024-12-29,14,61625874,10,8.5,345872266,3
17802,7555,54132000,Consumer,Own,450561308,2022-12-02,2026-01-02,37,12177332,10,6.5,327207600,6
17803,5932,124392000,Home,Other,564069712,2023-09-21,2025-11-21,26,21694988,6,7,240234928,2
17804,4437,719304000,Consumer,Other,25698285,2024-02-29,2024-08-29,6,4283047,2,6.5,4449113,1
17805,7058,623928000,Real Estate,Mortgage,929976562,2024-02-16,2028-03-16,49,18979113,2,6.5,448545830,5
17806,2749,827436000,Others,Own,319050200,2023-07-31,2024-08-31,13,24542323,10,9,235181630,3
17807,6609,548208000,Home,Mortgage,90970554,2020-09-29,2025-02-28,53,1716425,7,7,9006487,13
17808,462,825912000,Automobile,Other,224679160,2024-05-31,2029-02-28,57,3941739,3,7.5,59817676,7
17809,9621,791640000,Consumer,Own,762999872,2023-12-28,2024-06-28,6,127166645,8,6.5,583952083,2
17810,3318,231384000,Business,Rent,160937472,2023-11-26,2024-08-26,9,17881941,4,8.5,97578788,2
17811,1071,477648000,Real Estate,Rent,867311857,2022-11-13,2027-03-13,52,16679074,8,6.5,294328535,10
17812,759,892320000,Consumer,Own,569008904,2023-01-26,2025-10-26,33,17242694,1,6.5,19035776,8
17813,4384,309804000,Automobile,Own,919172829,2023-10-03,2025-11-03,25,36766913,5,7.5,582347544,6
17814,3126,679392000,Consumer,Rent,552325962,2023-11-14,2027-04-14,41,13471364,1,6.5,88319090,12
17815,2197,50964000,Real Estate,Mortgage,802181171,2021-01-23,2024-08-23,43,18655376,1,6.5,735558637,9
17816,1579,145056000,Automobile,Mortgage,767242286,2023-06-12,2026-12-12,42,18267673,8,7.5,553391527,2
17817,6594,497208000,Consumer,Own,667737695,2023-10-12,2026-10-12,36,18548269,8,6.5,661227450,10
17818,8990,396288000,Home,Rent,414797768,2024-06-02,2026-10-02,28,14814206,4,7,260388506,8
17819,3805,422004000,Others,Own,363726173,2024-06-11,2025-08-11,14,25980440,6,9,94638186,4
17820,6923,664536000,Consumer,Other,991783291,2024-01-28,2025-01-28,12,82648607,8,6.5,424419094,4
17821,1518,698796000,Business,Mortgage,796736071,2024-03-26,2028-11-26,56,14227429,7,8.5,33670501,20
17822,6477,515916000,Automobile,Rent,441152099,2024-03-09,2027-08-09,41,10759807,3,7.5,16298569,7
17823,1123,521712000,Business,Own,695401922,2021-04-01,2025-05-01,49,14191875,1,8.5,617830175,1
17824,3477,212184000,Consumer,Own,193781762,2022-05-21,2024-11-21,30,6459392,4,6.5,153050205,9
17825,237,379572000,Home,Mortgage,620996282,2023-02-22,2025-12-22,34,18264596,8,7,150837336,13
17826,7739,253548000,Real Estate,Mortgage,136894177,2021-04-19,2025-02-19,46,2975960,7,6.5,102779178,19
17827,2009,561948000,Home,Mortgage,688963845,2023-08-11,2025-02-11,18,38275769,6,7,53329919,2
17828,6688,442740000,Real Estate,Own,421386889,2020-07-23,2024-08-23,49,8599732,10,6.5,292189689,4
17829,6831,408792000,Home,Other,69335811,2023-06-11,2025-04-11,22,3151627,5,7,42132242,8
17830,4364,534744000,Business,Mortgage,29717385,2022-04-16,2025-12-16,44,675395,1,8.5,20559333,12
17831,6255,130236000,Others,Own,570851418,2024-04-27,2024-11-27,7,81550202,5,9,190454774,1
17832,2446,255960000,Home,Own,399928605,2023-06-01,2027-11-01,53,7545822,4,7,68116114,19
17833,7798,461640000,Others,Own,600725077,2020-11-24,2025-08-24,57,10539036,10,9,127429718,4
17834,478,865764000,Automobile,Mortgage,495089072,2023-02-26,2026-03-26,37,13380785,4,7.5,51353491,3
17835,4377,596448000,Home,Rent,337918483,2024-02-16,2026-08-16,30,11263949,1,7,204596597,11
17836,6763,801852000,Automobile,Mortgage,514484447,2021-10-01,2025-09-01,47,10946477,10,7.5,483315655,11
17837,5862,832056000,Business,Mortgage,113260334,2022-11-05,2026-02-05,39,2904111,7,8.5,11040815,18
17838,9067,244332000,Real Estate,Mortgage,218328318,2022-03-10,2024-08-10,29,7528562,10,6.5,170894147,10
17839,2881,888096000,Consumer,Mortgage,5776042,2022-11-11,2024-11-11,24,240668,4,6.5,2583709,6
17840,5319,54924000,Consumer,Own,612895988,2024-02-17,2027-10-17,44,13929454,2,6.5,165601781,11
17841,3801,290112000,Home,Own,621899597,2023-05-11,2025-05-11,24,25912483,5,7,472338467,9
17842,8390,746580000,Others,Other,262269779,2023-09-06,2027-01-06,40,6556744,1,9,199816694,19
17843,8394,260220000,Others,Rent,781610724,2024-02-04,2027-10-04,44,17763880,3,9,678706637,5
17844,8344,47400000,Home,Other,603435779,2023-07-15,2026-05-15,34,17748111,8,7,223464994,16
17845,379,679860000,Consumer,Rent,896609721,2023-04-14,2027-10-14,54,16603883,3,6.5,377725638,1
17846,3036,705720000,Others,Other,420400247,2023-08-13,2025-03-13,19,22126328,9,9,71232198,4
17847,9395,551256000,Others,Own,186288178,2024-01-27,2024-08-27,7,26612596,9,9,160038736,2
17848,8099,527280000,Automobile,Own,342488253,2022-06-27,2025-12-27,42,8154482,7,7.5,123687284,3
17849,6470,653628000,Real Estate,Other,508910780,2023-07-16,2025-04-16,21,24233846,6,6.5,467005374,3
17850,1715,778188000,Home,Mortgage,7616755,2024-02-02,2025-01-02,11,692432,8,7,2717796,4
17851,5028,635184000,Others,Own,214228493,2021-02-04,2025-07-04,53,4042047,7,9,8242103,21
17852,3068,335616000,Automobile,Own,869121577,2023-06-30,2025-11-30,29,29969709,1,7.5,854103957,12
17853,8959,450228000,Real Estate,Rent,390092575,2023-12-03,2025-03-03,15,26006171,7,6.5,242477566,3
17854,1668,622272000,Others,Rent,731641622,2021-09-22,2024-06-22,33,22170958,5,9,85589742,2
17855,4399,44004000,Automobile,Rent,816249860,2023-12-19,2024-09-19,9,90694428,2,7.5,502812112,1
17856,7741,365676000,Consumer,Own,247581499,2023-11-28,2028-09-28,58,4268646,3,6.5,181073391,24
17857,5973,52092000,Consumer,Other,306448106,2023-05-23,2028-02-23,57,5376282,2,6.5,111450264,4
17858,7038,337428000,Business,Rent,16332970,2021-03-13,2025-08-13,53,308169,6,8.5,914684,11
17859,4878,436344000,Home,Other,252302966,2022-04-13,2025-07-13,39,6469306,3,7,113780766,3
17860,9436,395316000,Automobile,Own,908463054,2024-04-08,2028-03-08,47,19329001,5,7.5,365889389,7
17861,1724,49140000,Consumer,Rent,128862523,2023-12-28,2024-06-28,6,21477087,9,6.5,42644314,2
17862,9843,696180000,Others,Other,557589570,2023-07-13,2028-06-13,59,9450670,1,9,276776069,25
17863,9710,302784000,Real Estate,Other,87698664,2023-09-03,2028-04-03,55,1594521,1,6.5,7691769,10
17864,1197,472428000,Automobile,Mortgage,238043819,2023-12-14,2024-11-14,11,21640347,2,7.5,76449031,1
17865,6483,445584000,Real Estate,Mortgage,65633514,2023-08-03,2024-09-03,13,5048731,1,6.5,17894039,3
17866,1064,275460000,Business,Other,548608011,2023-04-21,2028-04-21,60,9143466,5,8.5,366238098,23
17867,2676,643164000,Real Estate,Rent,243016177,2023-09-18,2028-07-18,58,4189934,3,6.5,223313794,23
17868,6163,715752000,Real Estate,Mortgage,814773943,2024-03-16,2024-10-16,7,116396277,3,6.5,769667450,2
17869,7583,237276000,Consumer,Mortgage,740886994,2024-04-08,2026-11-08,31,23899580,10,6.5,397386213,11
17870,7752,371412000,Others,Rent,665070581,2022-05-20,2026-11-20,54,12316121,6,9,341947162,2
17871,6015,393996000,Business,Mortgage,643129802,2024-06-16,2025-07-16,13,49471523,9,8.5,434217136,5
17872,8657,659568000,Automobile,Own,198519384,2024-04-18,2024-10-18,6,33086564,4,7.5,146874788,1
17873,5181,50136000,Business,Other,19258822,2023-07-28,2024-08-28,13,1481447,5,8.5,13726691,5
17874,4159,458400000,Consumer,Rent,867382566,2023-12-10,2025-03-10,15,57825504,1,6.5,193106544,3
17875,9759,700212000,Real Estate,Own,81495635,2022-12-05,2026-04-05,40,2037390,7,6.5,10662239,4
17876,5915,419628000,Consumer,Own,430729813,2022-06-29,2025-09-29,39,11044354,2,6.5,147191453,17
17877,6979,185172000,Home,Mortgage,707857517,2024-03-28,2026-10-28,31,22834113,1,7,378358922,10
17878,499,345552000,Business,Other,963354871,2022-07-27,2026-08-27,49,19660303,6,8.5,163143915,20
17879,539,793440000,Automobile,Rent,744413665,2021-03-24,2025-11-24,56,13293101,2,7.5,330904958,2
17880,6367,532908000,Real Estate,Other,313193600,2022-12-07,2027-05-07,53,5909313,2,6.5,89436932,23
17881,2984,745380000,Real Estate,Other,445425114,2024-06-07,2027-11-07,41,10864027,8,6.5,388893150,12
17882,5896,204468000,Others,Own,610100465,2023-03-08,2026-12-08,45,13557788,10,9,459087964,17
17883,8589,772560000,Consumer,Own,737550002,2022-07-28,2024-08-28,25,29502000,10,6.5,130696931,5
17884,3880,670848000,Real Estate,Own,244988967,2023-09-05,2024-11-05,14,17499211,1,6.5,215603284,3
17885,2308,309000000,Business,Rent,934156288,2020-06-19,2024-11-19,53,17625590,3,8.5,737437948,12
17886,3937,406092000,Automobile,Mortgage,821244253,2022-06-26,2024-06-26,24,34218510,1,7.5,658067766,2
17887,4779,252504000,Real Estate,Mortgage,485628766,2021-12-09,2025-08-09,44,11037017,3,6.5,363212979,17
17888,7376,235356000,Automobile,Rent,191891207,2021-04-09,2024-11-09,43,4462586,2,7.5,108951169,1
17889,4677,244200000,Automobile,Own,439734343,2020-02-19,2024-06-19,52,8456429,6,7.5,28651382,23
17890,6450,325836000,Business,Rent,869735567,2023-08-16,2024-11-16,15,57982371,4,8.5,675324470,4
17891,1723,864792000,Others,Other,828063965,2023-03-30,2025-09-30,30,27602132,2,9,736689803,13
17892,7209,212604000,Others,Mortgage,821433456,2024-06-07,2026-04-07,22,37337884,10,9,375440394,2
17893,765,268332000,Home,Mortgage,79172513,2023-02-09,2027-09-09,55,1439500,5,7,23901343,22
17894,5284,786276000,Others,Rent,942725223,2023-09-16,2026-07-16,34,27727212,10,9,699618664,7
17895,2729,535296000,Real Estate,Other,373573208,2023-06-11,2026-07-11,37,10096573,3,6.5,111528048,1
17896,6363,597096000,Automobile,Rent,243870108,2022-08-30,2025-08-30,36,6774169,3,7.5,121512225,15
17897,9572,361272000,Automobile,Other,874124886,2024-01-29,2026-12-29,35,24974996,10,7.5,526584188,8
17898,328,846864000,Real Estate,Mortgage,55778054,2023-12-20,2025-04-20,16,3486128,6,6.5,17722515,5
17899,8518,529464000,Business,Rent,357637761,2022-08-05,2024-12-05,28,12772777,9,8.5,164403921,2
17900,9520,709752000,Consumer,Other,765320126,2023-01-17,2026-04-17,39,19623592,3,6.5,464408735,8
17901,674,165792000,Automobile,Own,168757724,2022-02-01,2025-12-01,46,3668646,5,7.5,4269324,10
17902,7693,561600000,Automobile,Own,597350915,2021-09-27,2025-01-27,40,14933772,1,7.5,255659691,19
17903,2216,666900000,Business,Own,863811138,2022-12-06,2026-10-06,46,18778503,7,8.5,444611130,20
17904,5369,438504000,Consumer,Own,318662469,2022-11-29,2026-05-29,42,7587201,7,6.5,233884906,10
17905,9702,249600000,Others,Rent,844713636,2024-01-14,2024-07-14,6,140785606,4,9,827708449,1
17906,8103,821952000,Others,Other,340725425,2022-02-18,2024-12-18,34,10021336,7,9,18701837,6
17907,3089,709476000,Home,Other,547337141,2023-03-31,2025-07-31,28,19547755,6,7,203361384,9
17908,7109,159384000,Automobile,Rent,327162312,2024-03-03,2024-07-03,4,81790578,3,7.5,142756553,1
17909,4404,529452000,Consumer,Own,990759833,2023-03-26,2027-09-26,54,18347404,8,6.5,486785997,9
17910,8701,496080000,Real Estate,Rent,747271555,2023-10-03,2027-05-03,43,17378408,7,6.5,164026886,19
17911,9239,372480000,Automobile,Other,921747065,2024-04-18,2024-08-18,4,230436766,2,7.5,691803287,1
17912,4764,470688000,Automobile,Rent,598068097,2023-11-20,2024-06-20,7,85438299,1,7.5,324927101,1
17913,7747,713472000,Real Estate,Own,529754625,2023-12-16,2025-08-16,20,26487731,1,6.5,369850689,5
17914,415,399984000,Others,Mortgage,232499625,2021-01-20,2025-07-20,54,4305548,10,9,9700896,4
17915,6078,380244000,Consumer,Rent,855540600,2020-06-11,2024-12-11,54,15843344,6,6.5,455602380,12
17916,1399,419376000,Real Estate,Own,960424268,2024-06-11,2027-11-11,41,23424982,10,6.5,91358436,14
17917,2270,447852000,Consumer,Own,1462017,2020-06-27,2024-11-27,53,27585,2,6.5,862601,24
17918,3769,565404000,Automobile,Other,910468974,2023-03-24,2026-12-24,45,20232643,2,7.5,769089995,17
17919,9986,147456000,Business,Other,331148051,2022-03-01,2026-11-01,56,5913358,5,8.5,18591675,12
17920,4506,382932000,Business,Other,74910928,2022-01-14,2027-01-14,60,1248515,3,8.5,71651770,13
17921,3254,573036000,Business,Rent,501393273,2023-08-31,2024-08-31,12,41782772,10,8.5,55604231,5
17922,3440,668088000,Business,Other,566877305,2024-04-03,2024-11-03,7,80982472,1,8.5,210326426,1
17923,2748,639828000,Automobile,Rent,302276379,2024-06-12,2024-11-12,5,60455275,8,7.5,81488159,1
17924,9004,759336000,Home,Own,916309372,2021-12-09,2024-09-09,33,27766950,7,7,89468185,14
17925,7576,215484000,Automobile,Mortgage,422939080,2024-03-08,2027-08-08,41,10315587,10,7.5,41237768,8
17926,1505,588720000,Home,Rent,707076885,2022-08-27,2026-02-27,42,16835163,3,7,415933253,15
17927,4929,209508000,Real Estate,Rent,415107638,2024-02-27,2025-08-27,18,23061535,9,6.5,100548139,2
17928,2768,753552000,Home,Rent,714131293,2024-01-01,2024-07-01,6,119021882,4,7,215806440,1
17929,2420,361788000,Business,Rent,23089181,2021-05-03,2025-02-03,45,513092,6,8.5,11173000,1
17930,6482,710760000,Consumer,Own,953134622,2022-10-30,2026-09-30,47,20279460,5,6.5,377801916,22
17931,4981,292728000,Others,Mortgage,442021895,2024-01-04,2027-08-04,43,10279578,4,9,335192121,20
17932,9388,687888000,Business,Other,506498560,2022-06-02,2026-11-02,53,9556576,3,8.5,483286715,25
17933,417,50100000,Business,Own,467684645,2021-01-06,2024-09-06,44,10629196,2,8.5,292406324,19
17934,485,834960000,Real Estate,Mortgage,354265471,2020-02-07,2024-07-07,53,6684254,6,6.5,118855983,10
17935,9869,628392000,Others,Rent,623887655,2021-01-29,2025-11-29,58,10756683,9,9,388800806,26
17936,2073,350628000,Others,Other,675036204,2022-02-14,2024-07-14,29,23277110,9,9,578288980,13
17937,4963,856452000,Business,Own,876646344,2020-09-23,2025-04-23,55,15939024,4,8.5,116031559,25
17938,5742,894396000,Automobile,Rent,738113313,2021-10-09,2026-10-09,60,12301888,7,7.5,212523061,23
17939,786,738588000,Real Estate,Mortgage,353007191,2023-05-08,2025-05-08,24,14708632,7,6.5,290865573,4
17940,9498,769044000,Business,Mortgage,734780327,2023-09-02,2025-10-02,25,29391213,9,8.5,606536307,4
17941,7132,780048000,Others,Own,417565589,2022-03-23,2025-04-23,37,11285556,2,9,224326333,3
17942,1077,174036000,Automobile,Own,216297767,2024-04-22,2026-03-22,23,9404250,9,7.5,19878936,6
17943,4770,217560000,Automobile,Other,270126867,2023-09-29,2024-12-29,15,18008457,10,7.5,229059738,1
17944,9581,368880000,Automobile,Other,53503182,2024-02-25,2024-08-25,6,8917197,10,7.5,35958731,1
17945,8602,506880000,Home,Rent,761092523,2023-11-19,2024-07-19,8,95136565,5,7,602352496,3
17946,9070,748788000,Home,Mortgage,983877163,2024-02-29,2024-11-29,9,109319684,10,7,191626423,2
17947,8730,616584000,Home,Own,150738057,2024-03-31,2024-07-31,4,37684514,5,7,70347528,1
17948,1622,621372000,Business,Other,87349465,2022-08-16,2026-01-16,41,2130474,10,8.5,70550758,5
17949,9767,274008000,Automobile,Own,224417683,2022-07-06,2026-07-06,48,4675368,5,7.5,159945903,15
17950,5142,439740000,Consumer,Mortgage,128845937,2022-12-30,2026-12-30,48,2684290,3,6.5,125030777,23
17951,1549,857952000,Real Estate,Rent,203307184,2023-05-12,2025-12-12,31,6558296,3,6.5,140635522,5
17952,5603,756912000,Business,Rent,584634069,2023-11-13,2024-09-13,10,58463406,5,8.5,545151065,4
17953,4822,607776000,Others,Rent,798493205,2020-06-12,2025-02-12,56,14258807,4,9,96478567,21
17954,2482,674280000,Automobile,Own,921646543,2021-06-01,2024-10-01,40,23041163,3,7.5,897210358,14
17955,7142,599712000,Business,Mortgage,290608798,2024-02-25,2025-10-25,20,14530439,6,8.5,125690772,1
17956,6098,378840000,Home,Own,208867836,2022-02-12,2025-11-12,45,4641507,3,7,101799139,19
17957,3055,607308000,Business,Rent,588281646,2024-01-11,2024-07-11,6,98046941,1,8.5,387741076,2
17958,8016,588216000,Others,Other,925747258,2023-04-21,2027-12-21,56,16531201,9,9,391691051,22
17959,6134,551940000,Home,Mortgage,62684854,2023-05-21,2027-03-21,46,1362714,9,7,36494609,6
17960,4285,883452000,Others,Other,280049622,2023-06-13,2025-05-13,23,12176070,10,9,241468169,7
17961,1351,628164000,Real Estate,Rent,91875631,2023-03-03,2025-02-03,23,3994592,1,6.5,87592226,5
17962,9967,745308000,Business,Own,337111407,2021-07-02,2025-08-02,49,6879824,3,8.5,173281678,21
17963,3796,376068000,Business,Mortgage,749619033,2024-01-09,2025-02-09,13,57663002,9,8.5,720365512,5
17964,4835,162600000,Business,Other,770724250,2023-10-21,2027-05-21,43,17923819,7,8.5,679431638,3
17965,299,676620000,Consumer,Rent,743476742,2023-10-30,2026-08-30,34,21866963,7,6.5,449829667,11
17966,2838,41748000,Real Estate,Other,999862227,2023-02-23,2026-08-23,42,23806243,10,6.5,670623666,9
17967,7343,125628000,Real Estate,Own,265084834,2023-06-28,2026-08-28,38,6975916,3,6.5,168198238,4
17968,457,396912000,Consumer,Mortgage,600530907,2021-04-15,2024-11-15,43,13965835,2,6.5,71891510,20
17969,5416,257076000,Others,Own,988133577,2023-12-10,2025-12-10,24,41172232,5,9,963106013,5
17970,4755,704904000,Business,Other,321689851,2024-04-16,2027-10-16,42,7659282,2,8.5,35023705,10
17971,9069,327252000,Real Estate,Rent,489568639,2023-08-04,2025-02-04,18,27198257,8,6.5,159301357,1
17972,7863,631044000,Business,Own,664019518,2023-12-11,2024-07-11,7,94859931,10,8.5,136477137,1
17973,6102,846396000,Others,Other,239489969,2022-03-13,2025-02-13,35,6842570,9,9,7829835,1
17974,4392,678612000,Home,Rent,33088414,2021-06-12,2025-08-12,50,661768,7,7,28291758,18
17975,4707,298092000,Business,Mortgage,334053003,2019-12-10,2024-12-10,60,5567550,4,8.5,191726274,22
17976,3111,52680000,Real Estate,Rent,926860332,2021-03-15,2025-04-15,49,18915516,2,6.5,765486255,8
17977,9845,39864000,Real Estate,Mortgage,775488795,2024-05-15,2025-08-15,15,51699253,10,6.5,758953531,4
17978,2973,734448000,Home,Other,300097461,2024-04-02,2028-08-02,52,5771105,4,7,140584433,25
17979,6202,201240000,Home,Mortgage,956894303,2021-06-05,2024-09-05,39,24535751,4,7,434024711,9
17980,6922,673140000,Real Estate,Own,774458832,2023-01-16,2025-10-16,33,23468449,4,6.5,764518487,4
17981,8303,196092000,Business,Mortgage,175591167,2024-04-01,2024-11-01,7,25084452,10,8.5,61382787,2
17982,4727,555684000,Real Estate,Own,356246265,2022-02-06,2024-08-06,30,11874875,4,6.5,107394743,14
17983,318,134544000,Real Estate,Other,869231423,2024-01-07,2026-03-07,26,33431977,9,6.5,812078168,1
17984,6927,346416000,Automobile,Mortgage,295513387,2024-06-15,2025-03-15,9,32834820,4,7.5,207663210,3
17985,9313,367176000,Business,Own,442009396,2023-02-03,2025-02-03,24,18417058,9,8.5,264906115,7
17986,923,246144000,Business,Mortgage,894206453,2023-07-31,2024-07-31,12,74517204,6,8.5,883404735,5
17987,5759,810828000,Others,Rent,776976353,2023-11-01,2024-09-01,10,77697635,10,9,441327162,2
17988,4565,351348000,Automobile,Own,578546676,2023-12-30,2024-10-30,10,57854667,7,7.5,239385744,2
17989,7114,252552000,Automobile,Other,148876220,2022-12-19,2024-10-19,22,6767100,9,7.5,130681501,7
17990,5058,567948000,Real Estate,Own,322886356,2022-09-07,2026-03-07,42,7687770,3,6.5,11166546,7
17991,6123,411036000,Business,Mortgage,54894964,2023-04-23,2024-09-23,17,3229115,5,8.5,33648748,4
17992,5280,302856000,Automobile,Mortgage,502129831,2021-05-13,2024-08-13,39,12875123,9,7.5,436756350,3
17993,1720,178272000,Business,Own,285091549,2024-04-21,2027-03-21,35,8145472,7,8.5,23476458,2
17994,4559,215736000,Automobile,Own,534310006,2021-03-14,2025-07-14,52,10275192,5,7.5,221615303,8
17995,7629,168900000,Real Estate,Own,674213607,2023-12-10,2024-09-10,9,74912623,3,6.5,291910397,3
17996,7474,204132000,Real Estate,Own,856756345,2021-04-30,2025-01-30,45,19039029,4,6.5,393508211,19
17997,1022,177564000,Real Estate,Other,504357332,2024-02-04,2026-06-04,28,18012761,3,6.5,178885268,1
17998,2028,437676000,Automobile,Rent,865964895,2020-09-25,2024-06-25,45,19243664,3,7.5,667826463,9
17999,2553,285744000,Home,Other,353764973,2023-03-12,2027-12-12,57,6206403,4,7,80132012,12
18000,868,529920000,Home,Other,658208203,2023-07-11,2028-06-11,59,11156071,10,7,416208544,4
18001,2860,643848000,Business,Mortgage,847053643,2023-10-03,2024-12-03,14,60503831,5,8.5,289921354,5
18002,5618,233868000,Consumer,Own,391781460,2023-04-27,2024-09-27,17,23045968,8,6.5,93318210,7
18003,6729,833268000,Home,Other,774753431,2024-02-14,2025-12-14,22,35216065,1,7,716131902,1
18004,6900,178032000,Consumer,Own,84016286,2023-07-30,2028-02-29,55,1527568,1,6.5,6935351,12
18005,2299,735180000,Business,Own,203271719,2024-04-20,2028-03-20,47,4324930,1,8.5,7321895,9
18006,9199,791928000,Automobile,Mortgage,115674622,2024-05-29,2025-03-29,10,11567462,2,7.5,112535657,3
18007,8603,712980000,Home,Mortgage,190496843,2023-06-12,2026-05-12,35,5442766,9,7,35936960,12
18008,9723,426780000,Consumer,Mortgage,605840038,2022-05-23,2027-05-23,60,10097333,10,6.5,43472269,26
18009,7865,175092000,Home,Other,878418483,2021-11-30,2025-07-30,44,19964056,10,7,492827254,8
18010,2728,436920000,Consumer,Rent,529961750,2024-01-24,2027-11-24,46,11520907,2,6.5,475484436,13
18011,6153,698508000,Home,Mortgage,608107472,2019-07-22,2024-06-22,59,10306906,6,7,375700680,23
18012,8443,819648000,Others,Own,183723908,2023-12-23,2025-06-23,18,10206883,9,9,182210087,5
18013,6941,179196000,Automobile,Other,651697508,2023-02-25,2024-08-25,18,36205417,3,7.5,298083097,4
18014,7944,53952000,Real Estate,Rent,761115290,2021-01-04,2024-11-04,46,16545984,10,6.5,274800810,13
18015,4808,584556000,Business,Own,117821560,2022-04-20,2025-01-20,33,3570350,4,8.5,26737922,13
18016,793,477516000,Business,Other,223062949,2024-01-03,2025-01-03,12,18588579,8,8.5,190302544,5
18017,2946,443940000,Real Estate,Other,519028816,2023-05-27,2025-07-27,26,19962646,1,6.5,338108043,2
18018,9058,394428000,Automobile,Rent,409857437,2024-03-04,2024-07-04,4,102464359,7,7.5,263403564,1
18019,6539,452844000,Others,Other,524010822,2022-05-19,2027-03-19,58,9034669,9,9,100060728,3
18020,9250,828456000,Others,Other,666050711,2020-01-07,2024-08-07,55,12110012,4,9,535754693,17
18021,9720,462768000,Real Estate,Mortgage,116106130,2022-10-21,2027-10-21,60,1935102,8,6.5,109238330,23
18022,9496,790716000,Business,Other,898292754,2024-03-13,2024-07-13,4,224573188,4,8.5,507222736,1
18023,8050,711624000,Real Estate,Rent,100942661,2024-06-10,2025-01-10,7,14420380,5,6.5,15026910,2
